action_taken,action_taken_name,agency_code,agency_abbr,agency_name,applicant_ethnicity,applicant_ethnicity_name,applicant_income_000s,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,applicant_race_name_1,applicant_race_name_2,applicant_race_name_3,applicant_race_name_4,applicant_race_name_5,applicant_sex,applicant_sex_name,application_date_indicator,as_of_year,census_tract_number,co_applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,co_applicant_race_name_1,co_applicant_race_name_2,co_applicant_race_name_3,co_applicant_race_name_4,co_applicant_race_name_5,co_applicant_sex,co_applicant_sex_name,county_code,county_name,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_name_1,denial_reason_name_2,denial_reason_name_3,edit_status,edit_status_name,hoepa_status,hoepa_status_name,lien_status,lien_status_name,loan_purpose,loan_purpose_name,loan_type,loan_type_name,msamd,msamd_name,owner_occupancy,owner_occupancy_name,preapproval,preapproval_name,property_type,property_type_name,purchaser_type,purchaser_type_name,respondent_id,sequence_number,state_code,state_abbr,state_name,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,minority_population,population,rate_spread,tract_to_msamd_income
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,213,5,,,,,White,,,,,1,Male,0,2015,0227.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,51,Jefferson Parish,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35380,"New Orleans, Metairie - LA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000000005,0000013,22,LA,Louisiana,63000,124,1419,918,8.470000267028809,2750,,142.80999755859375
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,78,5,,,,,White,,,,,1,Male,0,2015,0407.05,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,103,St. Tammany Parish,,,,,,,,,2,Not a HOEPA loan,2,Secured by a subordinate lien,1,Home purchase,1,Conventional,35380,"New Orleans, Metairie - LA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000000005,0000009,22,LA,Louisiana,63000,16,1997,1514,25.3700008392334,6039,,118.19999694824219
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,54,5,,,,,White,,,,,2,Female,0,2015,0406.04,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,103,St. Tammany Parish,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35380,"New Orleans, Metairie - LA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000000005,0000019,22,LA,Louisiana,63000,116,2865,2450,17.93000030517578,8178,,102.66999816894531
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,70,3,,,,,Black or African American,,,,,1,Male,0,2015,0411.01,2,Not Hispanic or Latino,3,,,,,Black or African American,,,,,2,Female,103,St. Tammany Parish,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35380,"New Orleans, Metairie - LA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000000005,0000016,22,LA,Louisiana,63000,100,1601,1296,22.329999923706055,3824,,84.31999969482422
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,78,5,,,,,White,,,,,1,Male,0,2015,0407.05,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,103,St. Tammany Parish,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35380,"New Orleans, Metairie - LA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000000005,0000008,22,LA,Louisiana,63000,128,1997,1514,25.3700008392334,6039,,118.19999694824219
3,Application denied by financial institution,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,50,5,,,,,White,,,,,2,Female,0,2015,0411.04,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,103,St. Tammany Parish,2,,,Employment history,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,35380,"New Orleans, Metairie - LA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000000005,0000018,22,LA,Louisiana,63000,40,1440,819,25.219999313354492,3168,,99.3499984741211
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,94,3,,,,,Black or African American,,,,,1,Male,0,2015,0250.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,51,Jefferson Parish,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35380,"New Orleans, Metairie - LA",1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000000006,0000001,22,LA,Louisiana,63000,80,2131,1338,75.23999786376953,7589,,93.69999694824219
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,74,5,,,,,White,,,,,1,Male,0,2015,0214.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,51,Jefferson Parish,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,35380,"New Orleans, Metairie - LA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000000006,0000003,22,LA,Louisiana,63000,126,806,634,16.600000381469727,2114,,145.1300048828125
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,70,3,,,,,Black or African American,,,,,1,Male,0,2015,0411.01,2,Not Hispanic or Latino,3,,,,,Black or African American,,,,,2,Female,103,St. Tammany Parish,,,,,,,,,2,Not a HOEPA loan,2,Secured by a subordinate lien,1,Home purchase,1,Conventional,35380,"New Orleans, Metairie - LA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000000005,0000017,22,LA,Louisiana,63000,13,1601,1296,22.329999923706055,3824,,84.31999969482422
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,79,5,,,,,White,,,,,2,Female,0,2015,0025.04,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,71,Orleans Parish,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35380,"New Orleans, Metairie - LA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000000005,0000011,22,LA,Louisiana,63000,164,1003,550,78.26000213623047,2162,,74.7300033569336
